citation,citation_id,citation_text
"[17472] ERLANK A. J., WATERS F. G., HAWKESWORTH C. J., HAGGERTY S. E., ALLSOPP H. L., RICKARD R. S., MENZIES M. A.:    EVIDENCE FOR MANTLE METASOMATISM IN PERIDOTITE NODULES FROM THE KIMBERLEY PIPES, SOUTH AFRICA      M. MENZIES, C. J. HAWKESWORTH (EDS.) | MANTLE METASOMATISM | ACADEMIC PRESS, LONDON [1987]  221-312",[17472],"ERLANK A. J., WATERS F. G., HAWKESWORTH C. J., HAGGERTY S. E., ALLSOPP H. L., RICKARD R. S., MENZIES M. A.:    EVIDENCE FOR MANTLE METASOMATISM IN PERIDOTITE NODULES FROM THE KIMBERLEY PIPES, SOUTH AFRICA      M. MENZIES, C. J. HAWKESWORTH (EDS.) | MANTLE METASOMATISM | ACADEMIC PRESS, LONDON [1987]  221-312"
"[17476] ZHANG HONG-FU, MENZIES M. A., MATTEY D. P., LAI R. W., GURNEY J. J.:    PETROLOGY, MINERALOGY AND GEOCHEMISTRY OF OXIDE MINERALS IN POLYMICT XENOLITHS FROM THE BULTFONTEIN KIMBERLITES, SOUTH AFRICA: IMPLICATION FOR LOW BULK-ROCK OXYGEN ISOTOPIC RATIOS    CONTRIB. MINERAL. PETROL. 141   [2001]  367-379    doi: 10.1007/s004100100254",[17476],"ZHANG HONG-FU, MENZIES M. A., MATTEY D. P., LAI R. W., GURNEY J. J.:    PETROLOGY, MINERALOGY AND GEOCHEMISTRY OF OXIDE MINERALS IN POLYMICT XENOLITHS FROM THE BULTFONTEIN KIMBERLITES, SOUTH AFRICA: IMPLICATION FOR LOW BULK-ROCK OXYGEN ISOTOPIC RATIOS    CONTRIB. MINERAL. PETROL. 141   [2001]  367-379    doi: 10.1007/s004100100254"
"[17477] MOORE R. O., GRIFFIN W. L., GURNEY J. J., RYAN C. G., COUSENS D.R., SIE S. H., SUTER G. F.:    TRACE ELEMENT GEOCHEMISTRY OF ILMENITE MEGACRYSTS FROM THE MONASTERY KIMBERLITE, SOUTH AFRICA    LITHOS 29   [1992]  1-18    doi: 10.1016/0024-4937(92)90031-S",[17477],"MOORE R. O., GRIFFIN W. L., GURNEY J. J., RYAN C. G., COUSENS D.R., SIE S. H., SUTER G. F.:    TRACE ELEMENT GEOCHEMISTRY OF ILMENITE MEGACRYSTS FROM THE MONASTERY KIMBERLITE, SOUTH AFRICA    LITHOS 29   [1992]  1-18    doi: 10.1016/0024-4937(92)90031-S"
[17478] MITCHELL R. H.:    MAGNESIAN ILMENITE AND ITS ROLE IN KIMBERLITE PETROGENESIS    J. GEOL. 81   [1973]  301-311    doi: 10.1086/627872,[17478],MITCHELL R. H.:    MAGNESIAN ILMENITE AND ITS ROLE IN KIMBERLITE PETROGENESIS    J. GEOL. 81   [1973]  301-311    doi: 10.1086/627872
[17479] PASTERIS J. D.:    THE SIGNIFICANCE OF GROUNDMASS ILMENITE AND MEGACRYST ILMENITE IN KIMBERLITES    CONTRIB. MINERAL. PETROL. 75   [1980]  315-325    doi: 10.1007/BF00374716,[17479],PASTERIS J. D.:    THE SIGNIFICANCE OF GROUNDMASS ILMENITE AND MEGACRYST ILMENITE IN KIMBERLITES    CONTRIB. MINERAL. PETROL. 75   [1980]  315-325    doi: 10.1007/BF00374716
"[17480] MOORE A. E., BELOUSOVA E. A.:    CRYSTALLIZATION OF CR-POOR AND CR-RICH MEGACRYST SUITES FROM THE HOST KIMBERLITE MAGMA: IMPLICATIONS FOR MANTLE STRUCTURE AND THE GENERATION OF KIMBERLITE MAGMAS    CONTRIB. MINERAL. PETROL. 149   [2005]  462-481    doi: 10.1007/s00410-005-0663-x",[17480],"MOORE A. E., BELOUSOVA E. A.:    CRYSTALLIZATION OF CR-POOR AND CR-RICH MEGACRYST SUITES FROM THE HOST KIMBERLITE MAGMA: IMPLICATIONS FOR MANTLE STRUCTURE AND THE GENERATION OF KIMBERLITE MAGMAS    CONTRIB. MINERAL. PETROL. 149   [2005]  462-481    doi: 10.1007/s00410-005-0663-x"
"[17481] ARCULUS R. J., DAWSON J. B., MITCHELL R. H., GUST D. A., HOLMES R. D.:    OXIDATION STATES OF THE UPPER MANTLE RECORDED BY MEGACRYST ILMENITE IN KIMBERLITE AND TYPE A AND B SPINEL LHERZOLITES    CONTRIB. MINERAL. PETROL. 85   [1984]  85-94    doi: 10.1007/BF00380225",[17481],"ARCULUS R. J., DAWSON J. B., MITCHELL R. H., GUST D. A., HOLMES R. D.:    OXIDATION STATES OF THE UPPER MANTLE RECORDED BY MEGACRYST ILMENITE IN KIMBERLITE AND TYPE A AND B SPINEL LHERZOLITES    CONTRIB. MINERAL. PETROL. 85   [1984]  85-94    doi: 10.1007/BF00380225"
"[17505] DAVILA-HARRIS P., ELLIS B. S., BRANNEY M. J., CARRASCO-NUNEZ G.:    LITHOSTRATIGRAPHIC ANALYSIS AND GEOCHEMISTRY OF A VITRIC SPATTER-BEARING IGNIMBRITE: THE QUATERNARY ADEJE FORMATION, CANADAS VOLCANO, TENERIFE    BULL. VOLCANOL. 75 (722)  [2013]     doi: 10.1007/s00445-013-0722-5",[17505],"DAVILA-HARRIS P., ELLIS B. S., BRANNEY M. J., CARRASCO-NUNEZ G.:    LITHOSTRATIGRAPHIC ANALYSIS AND GEOCHEMISTRY OF A VITRIC SPATTER-BEARING IGNIMBRITE: THE QUATERNARY ADEJE FORMATION, CANADAS VOLCANO, TENERIFE    BULL. VOLCANOL. 75 (722)  [2013]     doi: 10.1007/s00445-013-0722-5"
"[17617] GUARINO V., WU FU-YUAN, LUSTRINO M., MELLUSO L., BROTZU P., GOMES C. B., RUBERTI E., TASSINARI C. C. G., SVISERO D. P.:    U-PB AGES, SR-ND-ISOTOPE GEOCHEMISTRY, AND PETROGENESIS OF KIMBERLITES, KAMAFUGITES AND PHLOGOPITE-PICRITES OF THE ALTO PARANAÍBA IGNEOUS PROVINCE, BRAZIL    CHEM. GEOL. 353   [2013]  65-82    doi: 10.1016/j.chemgeo.2012.06.016",[17617],"GUARINO V., WU FU-YUAN, LUSTRINO M., MELLUSO L., BROTZU P., GOMES C. B., RUBERTI E., TASSINARI C. C. G., SVISERO D. P.:    U-PB AGES, SR-ND-ISOTOPE GEOCHEMISTRY, AND PETROGENESIS OF KIMBERLITES, KAMAFUGITES AND PHLOGOPITE-PICRITES OF THE ALTO PARANAÍBA IGNEOUS PROVINCE, BRAZIL    CHEM. GEOL. 353   [2013]  65-82    doi: 10.1016/j.chemgeo.2012.06.016"
"[17620] DONATTI-FILHO J. P., TAPPE S., OLIVEIRA E. P., HEAMAN L. M.:    AGE AND ORIGIN OF THE NEOPROTEROZOIC BRAUNA KIMBERLITES: MELT GENERATION WITHIN THE METASOMATIZED BASE OF THE SAO FRANCISCO CRATON, BRAZIL    CHEM. GEOL. 353   [2013]  19-35    doi: 10.1016/j.chemgeo.2012.06.004",[17620],"DONATTI-FILHO J. P., TAPPE S., OLIVEIRA E. P., HEAMAN L. M.:    AGE AND ORIGIN OF THE NEOPROTEROZOIC BRAUNA KIMBERLITES: MELT GENERATION WITHIN THE METASOMATIZED BASE OF THE SAO FRANCISCO CRATON, BRAZIL    CHEM. GEOL. 353   [2013]  19-35    doi: 10.1016/j.chemgeo.2012.06.004"
"[17624] WATERS L. E., LANGE R. A.:    CRYSTAL-POOR, MULTIPLY SATURATED RHYOLITES (OBSIDIANS) FROM THE CASCADE AND MEXICAN ARCS: EVIDENCE OF DEGASSING-INDUCED CRYSTALLIZATION OF PHENOCRYSTS    CONTRIB. MINERAL. PETROL. 166   [2013]  731-754    doi: 10.1007/S00410-013-0919-9",[17624],"WATERS L. E., LANGE R. A.:    CRYSTAL-POOR, MULTIPLY SATURATED RHYOLITES (OBSIDIANS) FROM THE CASCADE AND MEXICAN ARCS: EVIDENCE OF DEGASSING-INDUCED CRYSTALLIZATION OF PHENOCRYSTS    CONTRIB. MINERAL. PETROL. 166   [2013]  731-754    doi: 10.1007/S00410-013-0919-9"
"[17638] HONG WENTAO, XU XISHENG, ZOU HAIBO:    PETROGENESIS OF COEXISTING HIGH-SILICA ALUMINOUS AND PERALKALINE RHYOLITES FROM YUNSHAN (YONGTAI), SOUTHEASTERN CHINA    J. AFR. EARTH SCI. 74   [2013]  316-329    doi: 10.1016/j.jseaes.2013.01.005",[17638],"HONG WENTAO, XU XISHENG, ZOU HAIBO:    PETROGENESIS OF COEXISTING HIGH-SILICA ALUMINOUS AND PERALKALINE RHYOLITES FROM YUNSHAN (YONGTAI), SOUTHEASTERN CHINA    J. AFR. EARTH SCI. 74   [2013]  316-329    doi: 10.1016/j.jseaes.2013.01.005"
"[17653] PEARSON D. G., BOYD F. R., HAGGERTY S. E., PASTERIS J. D., FIELD S. W., NIXON P. H., POKHILENKO N. P.:    THE CHARACTERISATION AND ORIGIN OF GRAPHITE IN CRATONIC LITHOSPHERIC MANTLE: A PETROLOGICAL CARBON ISOTOPE AND RAMAN SPECTROSCOPIC STUDY    CONTRIB. MINERAL. PETROL. 115   [1994]  449-466    doi: 10.1007/BF00320978",[17653],"PEARSON D. G., BOYD F. R., HAGGERTY S. E., PASTERIS J. D., FIELD S. W., NIXON P. H., POKHILENKO N. P.:    THE CHARACTERISATION AND ORIGIN OF GRAPHITE IN CRATONIC LITHOSPHERIC MANTLE: A PETROLOGICAL CARBON ISOTOPE AND RAMAN SPECTROSCOPIC STUDY    CONTRIB. MINERAL. PETROL. 115   [1994]  449-466    doi: 10.1007/BF00320978"
"[17667] TEPLEY F. J.; III, SILVA S. L., SALAS G.:    MAGMA DYNAMICS AND PETROLOGICAL EVOLUTION LEADING TO THE VEI 5 2000 BP ERUPTION OF E1 MISTI VOLCANO, SOUTHERN PERU    J. PETROL. 54   [2013]  2033-2065    doi: 10.1093/PETROLOGY/EGT040",[17667],"TEPLEY F. J.; III, SILVA S. L., SALAS G.:    MAGMA DYNAMICS AND PETROLOGICAL EVOLUTION LEADING TO THE VEI 5 2000 BP ERUPTION OF E1 MISTI VOLCANO, SOUTHERN PERU    J. PETROL. 54   [2013]  2033-2065    doi: 10.1093/PETROLOGY/EGT040"
"[17695] BOYD F. R., DAWSON J. B., SMITH J. V.:    GRANNY SMITH DIOPSIDE MEGACRYSTS FROM THE KIMBERLITES OF THE KIMBERLEY AREA AND JAGERSFONTEIN, SOUTH AFRICA    GEOCHIM. COSMOCHIM. ACTA 48   [1984]  381-384    doi: 10.1016/0016-7037(84)90258-8",[17695],"BOYD F. R., DAWSON J. B., SMITH J. V.:    GRANNY SMITH DIOPSIDE MEGACRYSTS FROM THE KIMBERLITES OF THE KIMBERLEY AREA AND JAGERSFONTEIN, SOUTH AFRICA    GEOCHIM. COSMOCHIM. ACTA 48   [1984]  381-384    doi: 10.1016/0016-7037(84)90258-8"
"[17772] CHAKHMOURADIAN A. R., ZAITSEV A. N.:    CALCITE-AMPHIBOLE-CLINOPYROXENE ROCK FROM THE AFRIKANDA COMPLEX, KOLA PENINSULA, RUSSIA: MINERALOGY AND A POSSIBLE LINK TO CARBONATITES. I. OXIDE MINERALS    CAN. MINERAL. 37   [1999]  177-198",[17772],"CHAKHMOURADIAN A. R., ZAITSEV A. N.:    CALCITE-AMPHIBOLE-CLINOPYROXENE ROCK FROM THE AFRIKANDA COMPLEX, KOLA PENINSULA, RUSSIA: MINERALOGY AND A POSSIBLE LINK TO CARBONATITES. I. OXIDE MINERALS    CAN. MINERAL. 37   [1999]  177-198"
"[17795] TAPPE S., FOLEY S. F., STRACKE A., ROMER R. L., KJARSGAARD B. A., HEAMAN L. M., JOYCE N.:    CRATON REACTIVATION ON THE LABRADOR SEA MARGINS: 40AR/39AR AGE AND SR-ND-HF-PB ISOTOPE CONSTRAINTS FROM ALKALINE AND CARBONATITE INTRUSIVES    EARTH PLANET. SCI. LETT. 256   [2007]  433-454    GeoReM-id: 3527   doi: 10.1016/j.epsl.2007.01.036",[17795],"TAPPE S., FOLEY S. F., STRACKE A., ROMER R. L., KJARSGAARD B. A., HEAMAN L. M., JOYCE N.:    CRATON REACTIVATION ON THE LABRADOR SEA MARGINS: 40AR/39AR AGE AND SR-ND-HF-PB ISOTOPE CONSTRAINTS FROM ALKALINE AND CARBONATITE INTRUSIVES    EARTH PLANET. SCI. LETT. 256   [2007]  433-454    GeoReM-id: 3527   doi: 10.1016/j.epsl.2007.01.036"
[17812] EHRENBERG S. N.:    GARNETIFEROUS ULTRAMAFIC INCLUSIONS IN MINETTE FROM THE NAVAJO VOLCANIC FIELD    [1979]  330-334    doi: 10.1029/SP016p0330,[17812],EHRENBERG S. N.:    GARNETIFEROUS ULTRAMAFIC INCLUSIONS IN MINETTE FROM THE NAVAJO VOLCANIC FIELD    [1979]  330-334    doi: 10.1029/SP016p0330
"[17820] GRIFFIN W. L., MOORE R. O., RYAN C. G., GURNEY J. J., WIN T. T.:    GEOCHEMISTRY OF MAGNESIAN ILMENITE MEGACRYSTS FROM SOUTHERN AFRICAN KIMBERLITES    RUSS. GEOL. GEOPHYS. 38   [1997]  421-443",[17820],"GRIFFIN W. L., MOORE R. O., RYAN C. G., GURNEY J. J., WIN T. T.:    GEOCHEMISTRY OF MAGNESIAN ILMENITE MEGACRYSTS FROM SOUTHERN AFRICAN KIMBERLITES    RUSS. GEOL. GEOPHYS. 38   [1997]  421-443"
"[17827] GRAHAM S., LAMBERT D. D., SHEE S. R., SMITH C. B., REEVES S.:    RE-OS ISOTOPIC EVIDENCE FOR ARCHEAN LITHOSPHERIC MANTLE BENEATH THE KIMBERLEY BLOCK, WESTERN AUSTRALIA    GEOLOGY 27   [1999]  431-434    doi: 10.1130/0091-7613(1999)027<0431:ROIEFA>2.3.CO;2",[17827],"GRAHAM S., LAMBERT D. D., SHEE S. R., SMITH C. B., REEVES S.:    RE-OS ISOTOPIC EVIDENCE FOR ARCHEAN LITHOSPHERIC MANTLE BENEATH THE KIMBERLEY BLOCK, WESTERN AUSTRALIA    GEOLOGY 27   [1999]  431-434    doi: 10.1130/0091-7613(1999)027<0431:ROIEFA>2.3.CO;2"
"[17848] WYATT B. A., LAWLESS P. J.:    ILMENITE IN POLYMICT XENOLITHS FROM THE BULTFONTEIN AND DE BEERS MINES, SOUTH AFRICA    PROC. 3RD INT. KIMBERLITE CONF. 2   [1984]  43-56    doi: 10.1016/B978-0-444-42274-3.50011-1",[17848],"WYATT B. A., LAWLESS P. J.:    ILMENITE IN POLYMICT XENOLITHS FROM THE BULTFONTEIN AND DE BEERS MINES, SOUTH AFRICA    PROC. 3RD INT. KIMBERLITE CONF. 2   [1984]  43-56    doi: 10.1016/B978-0-444-42274-3.50011-1"
"[17851] MEYER H. O. A., TSAI HSIAO-MING, GURNEY J. J.:    A UNIQUE ENSTATITE MEGACRYST WITH COEXISTING CR-POOR AND CR-RICH GARNET, WELTEVERDEN FLOORS, SOUTH AFRICA    [1979]  279-291    doi: 10.1029/SP016p0279",[17851],"MEYER H. O. A., TSAI HSIAO-MING, GURNEY J. J.:    A UNIQUE ENSTATITE MEGACRYST WITH COEXISTING CR-POOR AND CR-RICH GARNET, WELTEVERDEN FLOORS, SOUTH AFRICA    [1979]  279-291    doi: 10.1029/SP016p0279"
"[17852] PASTERIS J. D., BOYD F. R., NIXON P. H.:    THE ILMENITE ASSOCIATION AT THE FRANK SMITH MINE, R.S.A.    [1979]  265-278    doi: 10.1029/SP016p0265",[17852],"PASTERIS J. D., BOYD F. R., NIXON P. H.:    THE ILMENITE ASSOCIATION AT THE FRANK SMITH MINE, R.S.A.    [1979]  265-278    doi: 10.1029/SP016p0265"
"[17887] GELMAN S. E., DEERING C. D., GUTIERREZ F. J., BACHMANN O.:    EVOLUTION OF THE TAUPO VOLCANIC CENTER, NEW ZEALAND: PETROLOGICAL AND THERMAL CONSTRAINTS FROM THE OMEGA DACITE    CONTRIB. MINERAL. PETROL. 166   [2013]  1355-1374    doi: 10.1007/s00410-013-0932-Z",[17887],"GELMAN S. E., DEERING C. D., GUTIERREZ F. J., BACHMANN O.:    EVOLUTION OF THE TAUPO VOLCANIC CENTER, NEW ZEALAND: PETROLOGICAL AND THERMAL CONSTRAINTS FROM THE OMEGA DACITE    CONTRIB. MINERAL. PETROL. 166   [2013]  1355-1374    doi: 10.1007/s00410-013-0932-Z"
"[17893] DE BRUIN D.:    THE MEGACRYST SUITE FROM THE SCHULLER KIMBERLITE, SOUTH AFRICA    GEOL. SURV. DEPT. MIN. ENERGY AFFAIRS REP. S. AFRICA BULL. 114   [1993]  1-112",[17893],"DE BRUIN D.:    THE MEGACRYST SUITE FROM THE SCHULLER KIMBERLITE, SOUTH AFRICA    GEOL. SURV. DEPT. MIN. ENERGY AFFAIRS REP. S. AFRICA BULL. 114   [1993]  1-112"
"[17898] CHOUKROUN M., O^REILLY S. Y., GRIFFIN W. L., PEARSON N. J., DAWSON J. B.:    HF ISOTOPES OF MARID (MICA-AMPHIBOLE-RUTILE-ILMENITE-DIOPSIDE) RUTILE TRACE METASOMATIC PROCESSES IN THE LITHOSPHERIC MANTLE    GEOLOGY 33   [2005]  45-48    doi: 10.1130/G21084.1",[17898],"CHOUKROUN M., O^REILLY S. Y., GRIFFIN W. L., PEARSON N. J., DAWSON J. B.:    HF ISOTOPES OF MARID (MICA-AMPHIBOLE-RUTILE-ILMENITE-DIOPSIDE) RUTILE TRACE METASOMATIC PROCESSES IN THE LITHOSPHERIC MANTLE    GEOLOGY 33   [2005]  45-48    doi: 10.1130/G21084.1"
"[17900] BUSE B., SCHUMACHER J. C., SPARKS R. S. J., FIELD M.:    GROWTH OF BULTFONTEINITE AND HYDROGARNET IN METASOMATIZED BASALT XENOLITHS IN THE B/K9 KIMBERLITE, DAMTSHAA, BOTSWANA: INSIGHTS INTO HYDROTHERMAL METAMORPHISM IN KIMBERLITE PIPES    CONTRIB. MINERAL. PETROL. 160   [2010]  533-550    doi: 10.1007/s00410-010-0492-4",[17900],"BUSE B., SCHUMACHER J. C., SPARKS R. S. J., FIELD M.:    GROWTH OF BULTFONTEINITE AND HYDROGARNET IN METASOMATIZED BASALT XENOLITHS IN THE B/K9 KIMBERLITE, DAMTSHAA, BOTSWANA: INSIGHTS INTO HYDROTHERMAL METAMORPHISM IN KIMBERLITE PIPES    CONTRIB. MINERAL. PETROL. 160   [2010]  533-550    doi: 10.1007/s00410-010-0492-4"
"[17947] LAEGER K., HALAMA R., HANSTEEN T. H., SAVOV I. P., MURCIA H. F., CORTES G. P., GARBE-SCHÖNBERG D.:    CRYSTALLIZATION CONDITIONS AND PETROGENESIS OF THE LAVA DOME FROM THE ~900 YEARS BP ERUPTION OF CERRO MACHIN VOLCANO, COLOMBIA    J. S. AMER. EARTH SCI. 48   [2013]  193-208    doi: 10.1016/j.jsames.2013.09.009",[17947],"LAEGER K., HALAMA R., HANSTEEN T. H., SAVOV I. P., MURCIA H. F., CORTES G. P., GARBE-SCHÖNBERG D.:    CRYSTALLIZATION CONDITIONS AND PETROGENESIS OF THE LAVA DOME FROM THE ~900 YEARS BP ERUPTION OF CERRO MACHIN VOLCANO, COLOMBIA    J. S. AMER. EARTH SCI. 48   [2013]  193-208    doi: 10.1016/j.jsames.2013.09.009"
"[17971] PAUL DALIM K., NAYAK S. S., PANT N. C.:    INDIAN KIMBERLITES AND RELATED ROCKS: PETROLOGY AND GEOCHEMISTRY    J. GEOL. SOC. INDIA 67   [2006]  328-355",[17971],"PAUL DALIM K., NAYAK S. S., PANT N. C.:    INDIAN KIMBERLITES AND RELATED ROCKS: PETROLOGY AND GEOCHEMISTRY    J. GEOL. SOC. INDIA 67   [2006]  328-355"
"[18055] BOYD F. R., NIXON P. H., BOCTOR N. Z.:    RAPIDLY CRYSTALLIZED GARNET PYROXENITE XENOLITHS POSSIBLY RELATED TO DISCRETE NODULES    CONTRIB. MINERAL. PETROL. 86   [1984]  119-130    doi: 10.1007/BF00381839",[18055],"BOYD F. R., NIXON P. H., BOCTOR N. Z.:    RAPIDLY CRYSTALLIZED GARNET PYROXENITE XENOLITHS POSSIBLY RELATED TO DISCRETE NODULES    CONTRIB. MINERAL. PETROL. 86   [1984]  119-130    doi: 10.1007/BF00381839"
"[18079] KONZETT J., ARMSTRONG R. A., GÜNTHER D.:    MODAL METASOMATISM IN THE KAAPVAAL CRATON LITHOSPHERE: CONSTRAINTS ON TIMING AND GENESIS FROM U-PB ZIRCON DATING OF METASOMATIZED PERIDOTITES AND MARID-TYPE XENOLITHS    CONTRIB. MINERAL. PETROL. 139   [2000]  704-719    doi: 10.1007/s004100000160",[18079],"KONZETT J., ARMSTRONG R. A., GÜNTHER D.:    MODAL METASOMATISM IN THE KAAPVAAL CRATON LITHOSPHERE: CONSTRAINTS ON TIMING AND GENESIS FROM U-PB ZIRCON DATING OF METASOMATIZED PERIDOTITES AND MARID-TYPE XENOLITHS    CONTRIB. MINERAL. PETROL. 139   [2000]  704-719    doi: 10.1007/s004100000160"
"[18080] DAWSON J. B., SMITH J. V.:    THE MARID (MICA-AMPHIBOLE-RUTILE-ILMENITE-DIOPSIDE) SUITE OF XENOLITHS IN KIMBERLITE    GEOCHIM. COSMOCHIM. ACTA 41   [1977]  309-323    doi: 10.1016/0016-7037(77)90239-3",[18080],"DAWSON J. B., SMITH J. V.:    THE MARID (MICA-AMPHIBOLE-RUTILE-ILMENITE-DIOPSIDE) SUITE OF XENOLITHS IN KIMBERLITE    GEOCHIM. COSMOCHIM. ACTA 41   [1977]  309-323    doi: 10.1016/0016-7037(77)90239-3"
"[18091] MULLEN E. K., MCCALLUM I. S.:    ORIGIN OF BASALTS IN A HOT SUBDUCTION SETTING: PETROLOGICAL AND GEOCHEMICAL INSIGHTS FROM MT. BAKER, NORTHERN CASCADE ARC    J. PETROL. 55   [2014]  241-281    GeoReM-id: 7892   doi: 10.1093/petrology/egt064",[18091],"MULLEN E. K., MCCALLUM I. S.:    ORIGIN OF BASALTS IN A HOT SUBDUCTION SETTING: PETROLOGICAL AND GEOCHEMICAL INSIGHTS FROM MT. BAKER, NORTHERN CASCADE ARC    J. PETROL. 55   [2014]  241-281    GeoReM-id: 7892   doi: 10.1093/petrology/egt064"
"[18108] IMAOKA T., NAKASHIMA K., KAMEI A., ITAYA T., OHIRA T., NAGASHIMA M., KONO N., KIJI M.:    EPISODIC MAGMATISM AT 105 MA IN THE KINKI DISTRICT, SW JAPAN: PETROGENESIS OF NB-RICH LAMPROPHYRES AND ADAKITES, AND GEODYNAMIC IMPLICATIONS    LITHOS 184-187   [2014]  105-131    GeoReM-id: 7957   doi: 10.1016/j.lithos.2013.10.014",[18108],"IMAOKA T., NAKASHIMA K., KAMEI A., ITAYA T., OHIRA T., NAGASHIMA M., KONO N., KIJI M.:    EPISODIC MAGMATISM AT 105 MA IN THE KINKI DISTRICT, SW JAPAN: PETROGENESIS OF NB-RICH LAMPROPHYRES AND ADAKITES, AND GEODYNAMIC IMPLICATIONS    LITHOS 184-187   [2014]  105-131    GeoReM-id: 7957   doi: 10.1016/j.lithos.2013.10.014"
"[18137] BARAGAR W. R. A., ERNST R. E., HULBERT L. J., PETERSEN T. S.:    LONGITUDINAL PETROCHEMICAL VARIATION IN THE MACKENZIE DYKE SWARM, NORTHWESTERN CANADIAN SHIELD    J. PETROL. 37   [1996]  317-359    doi: 10.1093/petrology/37.2.317",[18137],"BARAGAR W. R. A., ERNST R. E., HULBERT L. J., PETERSEN T. S.:    LONGITUDINAL PETROCHEMICAL VARIATION IN THE MACKENZIE DYKE SWARM, NORTHWESTERN CANADIAN SHIELD    J. PETROL. 37   [1996]  317-359    doi: 10.1093/petrology/37.2.317"
"[18171] LUSTRINO M., MORRA V., FEDELE L., SERRACINO M.:    THE TRANSITION BETWEEN ^OROGENIC1 AND ^ANOROGENIC^ MAGMATISM IN THE WESTERN MEDITERRANEAN AREA: THE MIDDLE MIOCENE VOLCANIC ROCKS OF ISOLA DEL TORO (SW SARDINIA, ITALY)    TERRA NOVA 19   [2007]  148-159    doi: 10.1111/J.1365-3121.2007.00730.X",[18171],"LUSTRINO M., MORRA V., FEDELE L., SERRACINO M.:    THE TRANSITION BETWEEN ^OROGENIC1 AND ^ANOROGENIC^ MAGMATISM IN THE WESTERN MEDITERRANEAN AREA: THE MIDDLE MIOCENE VOLCANIC ROCKS OF ISOLA DEL TORO (SW SARDINIA, ITALY)    TERRA NOVA 19   [2007]  148-159    doi: 10.1111/J.1365-3121.2007.00730.X"
"[18232] ASHCHEPKOV I. V., POKHILENKO N. P., VLADYKIN N. V., LOGVINOVA A. M., AFANASIEV V. P., POKHILENKO L. N., KULIGIN S. S., MALYGINA E. V., ALYMOVA N. V., KOSTROVITSKY S. I., ROTMAN A. Y., MITYUKHIN S. I., KARPENKO M. A., STEGNITSKY YU. B., KHEMELNIKOVA O. S.:    STRUCTURE AND EVOLUTION OF THE LITHOSPHERIC MANTLE BENEATH SIBERIAN CRATON, THERMOBAROMETRIC STUDY    TECTONOPHYSICS 485   [2010]  17-41    doi: 10.1016/j.tecto.2009.11.013",[18232],"ASHCHEPKOV I. V., POKHILENKO N. P., VLADYKIN N. V., LOGVINOVA A. M., AFANASIEV V. P., POKHILENKO L. N., KULIGIN S. S., MALYGINA E. V., ALYMOVA N. V., KOSTROVITSKY S. I., ROTMAN A. Y., MITYUKHIN S. I., KARPENKO M. A., STEGNITSKY YU. B., KHEMELNIKOVA O. S.:    STRUCTURE AND EVOLUTION OF THE LITHOSPHERIC MANTLE BENEATH SIBERIAN CRATON, THERMOBAROMETRIC STUDY    TECTONOPHYSICS 485   [2010]  17-41    doi: 10.1016/j.tecto.2009.11.013"
"[18234] EGOROV K. N., ROMAN^KO E. F., PODVYSOTSKII V. T., SABLUKOV S. M., GARANIN V. K., D^YAKONOV D. B.:    NEW DATA ON KIMBERLITE MAGMATISM IN SOUTHWESTERN ANGOLA    RUSS. GEOL. GEOPHYS. 48   [2007]  323-336    doi: 10.1016/j.rgg.2006.08.001",[18234],"EGOROV K. N., ROMAN^KO E. F., PODVYSOTSKII V. T., SABLUKOV S. M., GARANIN V. K., D^YAKONOV D. B.:    NEW DATA ON KIMBERLITE MAGMATISM IN SOUTHWESTERN ANGOLA    RUSS. GEOL. GEOPHYS. 48   [2007]  323-336    doi: 10.1016/j.rgg.2006.08.001"
"[18235] BOYD F. R., DANCHIN R. V.:    LHERZOLITES, ECLOGITES, AND MEGACRYSTS FROM SOME KIMBERLITES OF ANGOLA    AM. J. SCI. 280-A   [1980]  528-549",[18235],"BOYD F. R., DANCHIN R. V.:    LHERZOLITES, ECLOGITES, AND MEGACRYSTS FROM SOME KIMBERLITES OF ANGOLA    AM. J. SCI. 280-A   [1980]  528-549"
"[18251] APPLEYARD C. M., BELL D. R., LE ROEX A. P.:    PETROLOGY AND GEOCHEMISTRY OF ECLOGITE XENOLITHS FROM THE RIETFONTEIN KIMBERLITE, NORTHERN CAPE, SOUTH AFRICA    CONTRIB. MINERAL. PETROL. 154   [2007]  309-333    doi: 10.1007/s00410-007-0195-7",[18251],"APPLEYARD C. M., BELL D. R., LE ROEX A. P.:    PETROLOGY AND GEOCHEMISTRY OF ECLOGITE XENOLITHS FROM THE RIETFONTEIN KIMBERLITE, NORTHERN CAPE, SOUTH AFRICA    CONTRIB. MINERAL. PETROL. 154   [2007]  309-333    doi: 10.1007/s00410-007-0195-7"
